报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长,是否通过
21789,兴城市,女,无相关经验,无,专科,艺术学,10,100-500,融资创业公司,1,306,否
45943,太原县,,无相关经验,非全日制,硕士,教育学,11,<10,非政府组织,4,215,否
69436,淑英县,女,有相关经验,全日制,高中,艺术学,11,<10,其他,4,237,否
3700,银川市,女,无相关经验,无,硕士,其他,<1,<10,融资创业公司,>4,244,否
12698,辽阳市,女,无相关经验,无,高中,工程学,15,50-99,其他,>4,270,否
10021,辉县,男,无相关经验,全日制,本科,理学,5,50-99,私营公司,从未,89,否
56007,济南县,女,有相关经验,非全日制,高中,其他,14,50-99,其他,4,154,否
36066,建市,女,有相关经验,全日制,专科,历史学,18,50-99,其他,从未,229,否
59088,台北县,,有相关经验,非全日制,硕士,历史学,<1,<10,私营公司,>4,103,否
75761,西安县,男,有相关经验,非全日制,硕士,其他,13,<10,早期创业公司,3,135,否
3003,兴安盟市,女,无相关经验,无,本科,经济学,8,50-99,其他,2,278,否
40668,玉珍县,女,有相关经验,全日制,高中,无主修,15,<10,早期创业公司,>4,118,否
67297,利市,,无相关经验,全日制,本科,经济学,20,<10,早期创业公司,从未,44,否
53426,想县,,有相关经验,无,硕士,理学,12,50-99,私营公司,3,187,是
91814,桂花市,女,无相关经验,全日制,专科,管理学,16,<10,私营公司,3,166,否
89007,齐齐哈尔市,男,有相关经验,非全日制,专科,艺术学,<1,<10,早期创业公司,1,259,否
77781,哈尔滨县,女,无相关经验,无,硕士,理学,3,50-99,私营公司,1,30,否
78288,萍市,,有相关经验,无,本科,管理学,3,50-99,非政府组织,1,184,否
79030,帅市,男,无相关经验,全日制,专科,教育学,>20,100-500,早期创业公司,从未,248,否
29393,雪市,男,有相关经验,非全日制,本科,哲学,13,10-49,融资创业公司,>4,86,否
26850,帆县,男,有相关经验,无,本科,历史学,<1,<10,公共部门,4,119,否
57983,广州县,,有相关经验,非全日制,专科,医学,18,10-49,公共部门,4,82,否
62957,南昌县,,有相关经验,无,本科,经济学,10,10-49,公共部门,4,61,否
38871,台北县,男,有相关经验,无,高中,医学,12,<10,公共部门,3,85,否
40325,玉华县,女,有相关经验,非全日制,高中,医学,8,50-99,早期创业公司,>4,180,否
64396,海门县,,无相关经验,无,专科,其他,20,100-500,融资创业公司,>4,86,否
89900,合肥县,男,无相关经验,全日制,本科,哲学,7,100-500,私营公司,3,193,否
29789,兰州市,男,有相关经验,全日制,本科,哲学,1,10-49,早期创业公司,1,235,否
45849,沈阳县,男,有相关经验,无,高中,文学,6,100-500,融资创业公司,1,61,否
55877,凤英县,女,有相关经验,全日制,本科,哲学,19,50-99,非政府组织,1,243,否
46790,乌鲁木齐市,,无相关经验,全日制,硕士,艺术学,16,50-99,公共部门,从未,37,否
59825,上海县,男,无相关经验,非全日制,硕士,管理学,9,50-99,融资创业公司,>4,257,否
54186,坤市,,无相关经验,非全日制,高中,工程学,1,<10,融资创业公司,1,201,否
48806,平县,男,无相关经验,全日制,高中,工程学,7,<10,其他,4,122,否
21536,淑华市,男,有相关经验,全日制,高中,文学,5,50-99,其他,3,13,否
52619,兰州县,男,有相关经验,全日制,本科,历史学,10,<10,早期创业公司,3,241,否
89133,沈阳市,男,有相关经验,全日制,本科,历史学,7,10-49,公共部门,1,87,否
30118,长春市,男,有相关经验,非全日制,硕士,工程学,14,<10,公共部门,从未,171,是
39619,通辽市,男,无相关经验,全日制,高中,无主修,8,10-49,其他,3,51,否
57133,红市,,无相关经验,非全日制,本科,医学,1,<10,其他,3,331,否
15450,丽市,男,无相关经验,全日制,专科,经济学,14,10-49,其他,从未,111,否
18519,潜江县,男,无相关经验,全日制,专科,文学,3,50-99,非政府组织,>4,299,否
98186,贵阳县,女,有相关经验,无,高中,管理学,3,100-500,非政府组织,2,197,否
75387,大冶县,男,无相关经验,无,本科,教育学,13,10-49,非政府组织,>4,271,否
82593,丹县,女,无相关经验,全日制,专科,理学,11,100-500,融资创业公司,>4,74,否
74786,西安市,男,无相关经验,无,硕士,历史学,2,<10,公共部门,>4,8,否
96522,哈尔滨市,,有相关经验,全日制,本科,管理学,14,50-99,非政府组织,从未,323,否
63464,石家庄市,,无相关经验,非全日制,硕士,哲学,7,100-500,公共部门,从未,29,否
8638,潜江县,女,无相关经验,非全日制,专科,哲学,7,100-500,非政府组织,1,65,否
42033,敏市,,有相关经验,非全日制,专科,哲学,13,50-99,非政府组织,从未,334,否
11473,丹县,女,有相关经验,无,本科,无主修,13,50-99,私营公司,1,37,否
33020,阜新县,,有相关经验,无,本科,教育学,15,10-49,公共部门,>4,112,否
51310,北京市,男,无相关经验,全日制,硕士,无主修,8,50-99,融资创业公司,2,3,否
21437,海门市,男,无相关经验,全日制,本科,历史学,11,100-500,融资创业公司,4,129,否
25863,沈阳县,女,有相关经验,非全日制,专科,历史学,19,50-99,非政府组织,3,296,否
99087,兰州市,男,无相关经验,非全日制,专科,医学,5,100-500,早期创业公司,4,292,否
18079,红县,女,无相关经验,全日制,本科,其他,13,10-49,早期创业公司,从未,211,否
11014,畅市,,无相关经验,无,本科,理学,>20,100-500,公共部门,>4,142,否
66684,太原市,男,无相关经验,非全日制,硕士,哲学,11,<10,其他,1,115,否
47441,南京县,,有相关经验,全日制,硕士,医学,12,10-49,融资创业公司,4,233,否
22324,兴安盟市,女,有相关经验,全日制,高中,文学,15,100-500,公共部门,3,54,否
96229,建军县,男,有相关经验,全日制,高中,历史学,10,10-49,私营公司,4,92,否
55158,福州市,女,有相关经验,非全日制,硕士,文学,3,10-49,融资创业公司,>4,30,否
34846,呼和浩特县,,无相关经验,全日制,硕士,理学,7,100-500,融资创业公司,从未,232,否
40678,斌县,女,有相关经验,全日制,本科,哲学,14,<10,私营公司,4,119,否
14066,秀华县,男,有相关经验,无,专科,其他,8,10-49,非政府组织,从未,9,否
9596,博市,男,无相关经验,无,专科,无主修,20,100-500,非政府组织,1,282,否
1930,静市,男,无相关经验,无,硕士,经济学,2,10-49,融资创业公司,从未,310,否
7859,桂芳县,男,无相关经验,无,专科,其他,1,<10,早期创业公司,从未,103,否
56753,秀云县,男,有相关经验,非全日制,高中,经济学,17,50-99,融资创业公司,从未,182,否
97561,鑫市,女,无相关经验,非全日制,专科,历史学,7,50-99,私营公司,从未,44,否
65181,深圳县,男,有相关经验,非全日制,本科,医学,12,<10,其他,>4,258,否
63541,东莞市,女,无相关经验,全日制,本科,管理学,3,<10,融资创业公司,4,295,否
22777,合肥县,女,有相关经验,全日制,高中,工程学,20,50-99,公共部门,2,44,否
98641,婷市,,有相关经验,非全日制,专科,其他,8,<10,早期创业公司,2,331,否
79506,波县,女,有相关经验,全日制,专科,医学,18,<10,私营公司,1,14,否
45938,六安市,男,有相关经验,全日制,硕士,管理学,14,100-500,其他,4,210,否
9366,倩市,,无相关经验,全日制,高中,工程学,7,10-49,融资创业公司,2,167,否
59408,北镇市,女,无相关经验,全日制,硕士,无主修,5,<10,公共部门,4,257,否
22914,佛山县,,有相关经验,无,高中,文学,8,<10,其他,从未,318,否
90625,丽华县,男,无相关经验,全日制,本科,教育学,9,50-99,其他,2,114,否
2164,呼和浩特县,女,有相关经验,无,硕士,哲学,14,100-500,早期创业公司,4,136,否
39362,帅市,男,无相关经验,无,本科,教育学,16,100-500,非政府组织,1,279,否
84794,辛集市,女,有相关经验,全日制,专科,文学,13,100-500,非政府组织,1,229,否
5188,金凤县,,无相关经验,无,硕士,文学,3,100-500,非政府组织,3,169,否
39364,杭州市,男,无相关经验,全日制,高中,教育学,4,50-99,其他,>4,274,否
72544,辛集县,男,无相关经验,无,硕士,医学,18,100-500,非政府组织,3,209,否
84188,淮安市,,无相关经验,非全日制,本科,无主修,9,100-500,融资创业公司,1,281,否
64946,西安县,男,有相关经验,无,高中,其他,4,10-49,公共部门,>4,177,否
56580,武汉市,男,有相关经验,无,硕士,其他,16,100-500,其他,3,238,否
46413,玉英市,男,无相关经验,无,硕士,经济学,14,10-49,其他,>4,119,否
27511,石家庄县,男,无相关经验,非全日制,本科,医学,7,10-49,非政府组织,1,334,否
61659,台北市,女,有相关经验,全日制,硕士,文学,14,100-500,早期创业公司,2,201,否
10848,丹县,女,有相关经验,非全日制,硕士,理学,5,10-49,融资创业公司,1,269,是
84824,敏市,女,有相关经验,非全日制,本科,教育学,<1,<10,早期创业公司,从未,75,否
60812,惠州市,,有相关经验,全日制,硕士,经济学,14,10-49,私营公司,2,307,否
62793,上海市,女,有相关经验,全日制,专科,艺术学,<1,<10,其他,3,238,否
94438,欢市,女,有相关经验,全日制,高中,教育学,14,10-49,私营公司,4,203,否
28005,邯郸县,,有相关经验,非全日制,专科,历史学,8,10-49,公共部门,>4,64,否
98857,广州县,男,有相关经验,全日制,硕士,理学,20,10-49,早期创业公司,3,90,是
19180,海口县,女,有相关经验,非全日制,硕士,医学,4,10-49,其他,1,136,否
23262,畅市,男,有相关经验,无,高中,历史学,16,10-49,其他,3,208,否
16820,郑州县,,无相关经验,非全日制,专科,工程学,4,10-49,融资创业公司,3,87,否
7094,桂芝县,女,有相关经验,非全日制,专科,无主修,18,10-49,公共部门,2,123,否
21713,利市,男,有相关经验,全日制,硕士,医学,2,100-500,融资创业公司,1,161,否
6796,燕市,男,有相关经验,非全日制,本科,艺术学,<1,50-99,其他,2,291,否
49785,梅县,女,有相关经验,非全日制,专科,艺术学,18,10-49,公共部门,1,67,否
24396,哈尔滨市,女,有相关经验,全日制,高中,经济学,12,10-49,融资创业公司,2,229,否
64915,建华市,,有相关经验,非全日制,高中,艺术学,4,100-500,其他,>4,184,否
85009,拉萨市,,无相关经验,全日制,高中,无主修,12,<10,早期创业公司,从未,263,否
86564,呼和浩特县,女,无相关经验,全日制,硕士,工程学,15,100-500,公共部门,从未,196,否
62551,璐市,男,无相关经验,全日制,硕士,历史学,13,<10,早期创业公司,从未,228,否
68248,淮安县,女,有相关经验,非全日制,高中,哲学,7,<10,其他,>4,295,否
83258,广州市,,有相关经验,无,硕士,艺术学,14,<10,早期创业公司,3,210,否
62669,北京县,,无相关经验,非全日制,专科,其他,1,50-99,非政府组织,3,207,否
60399,马鞍山市,男,有相关经验,非全日制,专科,文学,19,100-500,早期创业公司,从未,12,否
77294,慧县,女,无相关经验,全日制,本科,教育学,13,10-49,私营公司,3,53,否
82657,武汉县,,无相关经验,无,硕士,无主修,1,<10,其他,4,122,否
46239,玉华市,,有相关经验,非全日制,硕士,文学,5,<10,其他,从未,102,否
67441,东莞市,女,有相关经验,无,高中,工程学,14,100-500,早期创业公司,从未,8,否
9701,六盘水县,男,有相关经验,非全日制,本科,管理学,14,100-500,公共部门,>4,79,否
25571,南京县,,无相关经验,无,硕士,医学,9,<10,早期创业公司,>4,48,否
53477,霞市,男,无相关经验,无,专科,文学,2,10-49,早期创业公司,4,70,否
18845,呼和浩特市,男,有相关经验,非全日制,本科,教育学,7,<10,早期创业公司,4,126,否
61226,宜都县,,有相关经验,无,高中,历史学,9,100-500,公共部门,4,207,否
80623,重庆县,男,有相关经验,无,专科,经济学,>20,10-49,非政府组织,>4,170,否
85164,西宁市,,无相关经验,无,本科,其他,<1,<10,早期创业公司,4,225,否
38531,娟市,男,有相关经验,全日制,本科,历史学,10,<10,其他,4,156,否
48307,玉英县,,无相关经验,非全日制,高中,工程学,3,10-49,其他,2,76,否
85914,艳县,女,无相关经验,无,专科,理学,>20,10-49,非政府组织,3,303,否
93354,合肥市,女,有相关经验,全日制,本科,工程学,7,<10,公共部门,1,175,是
82723,宁德市,男,有相关经验,全日制,本科,工程学,14,50-99,公共部门,4,164,是
18259,南昌县,男,无相关经验,非全日制,专科,艺术学,3,<10,公共部门,1,241,否
51236,桂珍县,男,有相关经验,全日制,专科,艺术学,17,50-99,融资创业公司,>4,324,否
51208,北京县,女,无相关经验,非全日制,本科,历史学,6,50-99,融资创业公司,从未,102,否
20470,秀芳县,女,有相关经验,全日制,硕士,教育学,9,10-49,其他,>4,34,否
26516,杭州县,女,有相关经验,全日制,高中,工程学,9,10-49,私营公司,1,179,否
56367,斌县,女,有相关经验,无,硕士,其他,6,100-500,其他,4,242,否
43135,大冶县,女,有相关经验,全日制,本科,历史学,16,50-99,私营公司,1,106,否
88720,东莞县,女,无相关经验,非全日制,硕士,文学,9,10-49,其他,1,137,否
78357,海门县,,无相关经验,无,本科,其他,14,50-99,公共部门,4,279,否
58511,太原县,女,无相关经验,非全日制,高中,其他,5,50-99,其他,4,72,否
4120,长沙市,女,无相关经验,非全日制,专科,无主修,2,<10,其他,4,122,否
66474,明市,,有相关经验,全日制,本科,哲学,5,10-49,非政府组织,1,244,否
88187,澳门市,男,无相关经验,非全日制,高中,历史学,6,10-49,其他,从未,51,否
89484,凯市,,无相关经验,非全日制,专科,历史学,4,<10,公共部门,从未,311,否
47929,银川县,,无相关经验,全日制,专科,教育学,6,100-500,公共部门,2,217,否
25531,乌鲁木齐市,,无相关经验,非全日制,高中,教育学,14,10-49,其他,1,121,否
81678,汕尾县,男,有相关经验,全日制,专科,经济学,3,<10,私营公司,1,38,否
35686,北镇县,男,有相关经验,全日制,本科,理学,2,<10,公共部门,>4,209,是
1183,萍市,女,无相关经验,非全日制,高中,理学,13,100-500,融资创业公司,>4,256,否
26622,丹市,男,无相关经验,无,高中,管理学,6,<10,其他,3,18,否
64536,金凤县,男,有相关经验,全日制,专科,历史学,5,10-49,其他,3,35,否
9206,汕尾县,男,无相关经验,非全日制,本科,教育学,20,100-500,私营公司,>4,244,否
24530,潜江市,女,无相关经验,全日制,本科,教育学,17,100-500,公共部门,从未,203,否
50595,广州县,,有相关经验,无,硕士,工程学,3,50-99,融资创业公司,3,331,是
48616,福州市,男,无相关经验,非全日制,硕士,艺术学,8,100-500,非政府组织,>4,53,否
36396,济南市,女,有相关经验,全日制,高中,理学,9,50-99,早期创业公司,4,333,否
12116,济南市,男,有相关经验,非全日制,专科,历史学,>20,100-500,其他,>4,92,否
27727,香港县,女,有相关经验,无,本科,文学,20,100-500,融资创业公司,4,336,否
68639,齐齐哈尔市,女,无相关经验,无,硕士,历史学,10,<10,私营公司,2,114,否
67043,昆明县,男,无相关经验,非全日制,硕士,历史学,16,50-99,私营公司,3,230,否
15491,齐齐哈尔县,男,无相关经验,全日制,专科,工程学,7,100-500,私营公司,4,218,否
82449,刚市,男,无相关经验,全日制,本科,文学,4,100-500,公共部门,从未,268,否
37014,南京市,女,有相关经验,非全日制,本科,教育学,14,100-500,公共部门,>4,314,否
63890,关岭市,,无相关经验,非全日制,高中,医学,9,10-49,早期创业公司,>4,212,否
