报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长
89679,兰英县,女,有相关经验,非全日制,硕士,医学,17,50-99,私营公司,1,103
995,辽阳县,男,有相关经验,非全日制,专科,医学,<1,50-99,非政府组织,1,333
57552,永安市,男,无相关经验,无,本科,哲学,17,50-99,其他,2,75
56238,敏市,其他,有相关经验,非全日制,博士,艺术学,20,10000+,其他,>4,127
54353,沈阳县,女,无相关经验,全日制,本科,管理学,14,100-500,早期创业公司,3,151
72902,马鞍山市,男,无相关经验,无,硕士,工程学,14,100-500,融资创业公司,1,184
85933,强市,男,无相关经验,全日制,博士,其他,5,5000-9999,其他,1,7
94411,惠州市,其他,无相关经验,全日制,硕士,医学,<1,50-99,私营公司,>4,281
19018,欢市,其他,无相关经验,全日制,本科,经济学,5,1000-4999,其他,4,208
74522,重庆市,女,无相关经验,全日制,高中,其他,9,5000-9999,私营公司,>4,312
15906,玉兰市,女,无相关经验,非全日制,硕士,管理学,4,500-999,私营公司,从未,60
91187,畅县,其他,无相关经验,全日制,高中,其他,16,100-500,早期创业公司,1,149
21726,澳门市,其他,无相关经验,全日制,高中,医学,20,10-49,私营公司,1,5
43508,秀云县,男,无相关经验,全日制,专科,理学,17,5000-9999,公共部门,4,135
93879,阜新县,其他,无相关经验,无,高中,教育学,12,10-49,公共部门,>4,320
49310,倩县,男,无相关经验,非全日制,专科,管理学,4,500-999,公共部门,3,150
85127,志强市,其他,无相关经验,非全日制,本科,艺术学,18,10-49,融资创业公司,1,336
76926,阳市,女,有相关经验,无,高中,哲学,9,10000+,私营公司,4,70
54709,建军市,男,有相关经验,无,高中,理学,2,1000-4999,私营公司,3,62
56441,汕尾县,女,有相关经验,无,高中,理学,15,5000-9999,早期创业公司,3,300
46938,永安县,男,无相关经验,无,高中,其他,18,500-999,早期创业公司,2,300
17904,凤兰市,女,无相关经验,无,本科,无主修,>20,5000-9999,早期创业公司,2,190
1112,佳县,女,有相关经验,全日制,硕士,医学,19,500-999,非政府组织,2,72
15033,楠县,女,无相关经验,无,硕士,经济学,2,100-500,公共部门,>4,307
5531,杭州市,其他,无相关经验,全日制,硕士,其他,>20,100-500,私营公司,1,196
96175,郑州县,男,有相关经验,无,本科,文学,10,100-500,早期创业公司,4,166
19633,宁德市,男,无相关经验,非全日制,专科,无主修,9,50-99,其他,3,157
39080,拉萨市,其他,有相关经验,全日制,博士,艺术学,20,500-999,早期创业公司,1,22
79057,呼和浩特县,女,无相关经验,无,硕士,管理学,9,1000-4999,早期创业公司,2,271
58436,潮州市,女,无相关经验,非全日制,博士,其他,3,5000-9999,融资创业公司,从未,30
47229,兰州市,其他,无相关经验,无,本科,艺术学,9,<10,其他,>4,23
80614,丽市,女,有相关经验,非全日制,高中,文学,17,50-99,其他,2,103
77708,云县,女,无相关经验,无,硕士,工程学,14,500-999,私营公司,2,1
84344,洁县,其他,有相关经验,无,高中,历史学,4,500-999,其他,1,30
60110,汕尾县,其他,无相关经验,全日制,高中,历史学,14,100-500,公共部门,2,43
70423,建县,男,有相关经验,非全日制,博士,工程学,3,10-49,融资创业公司,3,109
56455,丽娟县,男,有相关经验,无,本科,经济学,1,500-999,非政府组织,3,242
13299,兰州县,女,无相关经验,无,高中,工程学,13,50-99,融资创业公司,4,291
9606,兵市,男,有相关经验,非全日制,本科,理学,14,10-49,早期创业公司,3,217
55964,倩市,其他,有相关经验,无,本科,艺术学,6,10000+,其他,3,304
93668,阳县,女,有相关经验,非全日制,硕士,理学,>20,1000-4999,早期创业公司,2,55
84031,哈尔滨县,其他,无相关经验,非全日制,专科,艺术学,19,1000-4999,融资创业公司,2,109
31196,浩市,其他,有相关经验,无,硕士,哲学,1,<10,早期创业公司,2,116
84402,呼和浩特市,女,有相关经验,无,本科,哲学,16,500-999,融资创业公司,4,103
45084,兴安盟县,女,无相关经验,非全日制,高中,理学,15,1000-4999,融资创业公司,2,187
90799,莉市,其他,有相关经验,非全日制,博士,无主修,6,10000+,公共部门,2,69
11418,合肥县,男,无相关经验,全日制,高中,文学,20,<10,非政府组织,2,226
61182,宁县,女,有相关经验,全日制,专科,理学,13,50-99,私营公司,1,205
4093,文市,其他,有相关经验,全日制,专科,经济学,2,<10,私营公司,>4,108
61391,桂珍县,女,有相关经验,非全日制,专科,艺术学,20,1000-4999,私营公司,4,40
69839,南宁县,其他,有相关经验,非全日制,专科,其他,15,10-49,早期创业公司,3,47
41025,淑珍县,男,无相关经验,无,博士,历史学,14,50-99,私营公司,1,247
45168,秀华县,男,无相关经验,无,本科,艺术学,9,<10,私营公司,从未,254
4210,红梅县,其他,无相关经验,全日制,专科,经济学,<1,100-500,私营公司,>4,155
14608,荣市,男,无相关经验,无,高中,其他,6,10-49,早期创业公司,>4,194
5949,兴城市,女,无相关经验,无,本科,工程学,4,100-500,私营公司,4,156
25931,玉英县,女,无相关经验,非全日制,高中,经济学,9,100-500,非政府组织,2,148
50334,南京县,其他,无相关经验,无,硕士,医学,14,100-500,私营公司,4,235
20808,马鞍山县,其他,无相关经验,全日制,专科,其他,11,500-999,融资创业公司,2,226
796,建县,男,有相关经验,无,博士,工程学,15,500-999,早期创业公司,3,71
3033,兴安盟县,男,无相关经验,非全日制,博士,哲学,20,50-99,其他,3,35
60995,永安县,女,有相关经验,非全日制,硕士,教育学,19,1000-4999,早期创业公司,>4,286
76178,荆门市,女,有相关经验,全日制,本科,管理学,8,100-500,私营公司,2,268
70738,秀珍市,女,有相关经验,非全日制,专科,管理学,19,500-999,私营公司,从未,109
23204,丽娟市,男,无相关经验,全日制,博士,经济学,14,10000+,早期创业公司,3,142
85596,宜都市,女,有相关经验,全日制,高中,艺术学,11,50-99,非政府组织,2,211
36457,霞县,女,有相关经验,非全日制,硕士,历史学,16,10-49,融资创业公司,4,86
41515,呼和浩特市,女,无相关经验,全日制,博士,哲学,13,500-999,早期创业公司,4,140
16504,宁德县,其他,无相关经验,全日制,本科,无主修,11,50-99,融资创业公司,从未,57
384,哈尔滨市,其他,有相关经验,全日制,本科,教育学,19,1000-4999,早期创业公司,从未,231
24857,太原市,男,有相关经验,无,博士,医学,4,10000+,公共部门,1,49
41151,深圳县,其他,有相关经验,全日制,硕士,其他,2,1000-4999,公共部门,1,168
79217,永安县,男,无相关经验,全日制,博士,工程学,1,100-500,私营公司,从未,26
1497,淮安市,男,无相关经验,全日制,专科,理学,20,100-500,私营公司,1,172
19033,云市,女,无相关经验,全日制,硕士,历史学,9,10-49,公共部门,1,38
64031,潜江县,女,无相关经验,非全日制,博士,历史学,3,<10,融资创业公司,1,285
29348,凤英县,男,有相关经验,无,本科,其他,11,10000+,融资创业公司,从未,251
40080,岩县,男,无相关经验,非全日制,硕士,工程学,10,<10,早期创业公司,3,83
25325,广州县,男,有相关经验,非全日制,硕士,理学,14,<10,其他,>4,45
88059,敏县,其他,有相关经验,全日制,硕士,经济学,2,<10,非政府组织,3,180
72857,强县,女,无相关经验,无,专科,理学,>20,5000-9999,非政府组织,从未,142
4715,桂英县,女,无相关经验,无,博士,哲学,9,50-99,早期创业公司,从未,130
4416,梧州市,其他,有相关经验,非全日制,本科,理学,15,500-999,早期创业公司,3,6
99390,淮安县,其他,有相关经验,全日制,博士,历史学,15,10-49,公共部门,4,36
80414,秀梅市,女,有相关经验,非全日制,本科,文学,19,10000+,融资创业公司,4,258
63613,宁县,其他,有相关经验,全日制,高中,艺术学,<1,50-99,早期创业公司,2,43
77175,玲市,男,无相关经验,无,硕士,历史学,10,50-99,公共部门,1,182
29808,阳县,女,有相关经验,全日制,本科,哲学,17,10000+,公共部门,>4,11
92472,石家庄市,女,无相关经验,全日制,本科,无主修,9,1000-4999,早期创业公司,4,226
27628,静县,其他,无相关经验,非全日制,博士,教育学,3,500-999,早期创业公司,4,118
6349,武汉县,男,无相关经验,非全日制,本科,工程学,8,5000-9999,其他,4,240
9366,辛集市,男,无相关经验,非全日制,硕士,其他,11,<10,非政府组织,4,163
60941,勇市,男,有相关经验,非全日制,本科,经济学,10,10-49,非政府组织,1,213
72522,梧州县,女,有相关经验,无,博士,艺术学,12,50-99,早期创业公司,1,183
54780,秀芳市,男,有相关经验,非全日制,博士,理学,18,<10,公共部门,4,163
60424,玉梅县,男,无相关经验,全日制,高中,其他,<1,100-500,非政府组织,>4,91
10642,永安县,其他,有相关经验,无,高中,工程学,14,5000-9999,非政府组织,4,298
51104,合肥县,女,无相关经验,全日制,本科,理学,19,10-49,早期创业公司,>4,205
43660,桂芳县,其他,有相关经验,非全日制,博士,艺术学,10,50-99,早期创业公司,4,221
48482,天津市,女,无相关经验,无,本科,工程学,7,1000-4999,融资创业公司,4,66
78789,凤英县,其他,无相关经验,无,本科,文学,4,5000-9999,私营公司,2,70
79373,宁德县,女,无相关经验,非全日制,博士,其他,18,<10,非政府组织,>4,212
83066,涛市,其他,有相关经验,非全日制,高中,历史学,16,500-999,私营公司,4,71
41090,静市,其他,有相关经验,无,高中,哲学,>20,1000-4999,融资创业公司,>4,178
52502,南宁市,女,有相关经验,全日制,专科,艺术学,19,1000-4999,其他,2,173
45570,玉珍县,男,无相关经验,无,本科,其他,9,5000-9999,非政府组织,>4,65
12429,太原市,其他,有相关经验,全日制,硕士,医学,4,<10,公共部门,4,273
62077,呼和浩特市,女,有相关经验,非全日制,博士,工程学,4,1000-4999,其他,2,213
50575,关岭县,其他,无相关经验,非全日制,专科,无主修,2,<10,公共部门,2,321
5315,兰州县,男,无相关经验,无,博士,医学,14,10-49,融资创业公司,4,16
4079,桂兰县,女,无相关经验,全日制,高中,经济学,16,1000-4999,融资创业公司,2,280
77942,广州市,女,无相关经验,无,高中,经济学,19,1000-4999,非政府组织,2,104
45158,济南县,其他,有相关经验,无,本科,理学,5,5000-9999,早期创业公司,2,115
84863,丽娟县,男,无相关经验,无,本科,工程学,>20,500-999,早期创业公司,从未,247
31172,想市,女,有相关经验,非全日制,高中,教育学,4,50-99,融资创业公司,3,98
48753,大冶县,女,有相关经验,非全日制,本科,历史学,14,10-49,非政府组织,1,118
71917,嘉禾市,男,无相关经验,全日制,本科,无主修,5,<10,公共部门,1,78
69972,超市,女,有相关经验,无,硕士,无主修,>20,10-49,私营公司,1,260
35154,洋县,男,有相关经验,非全日制,博士,教育学,14,10000+,非政府组织,3,96
20532,巢湖县,男,无相关经验,无,博士,无主修,3,50-99,非政府组织,4,88
61944,齐齐哈尔县,女,有相关经验,全日制,博士,理学,>20,500-999,公共部门,从未,33
92065,大冶县,其他,无相关经验,全日制,硕士,艺术学,11,1000-4999,早期创业公司,2,111
91788,通辽县,男,无相关经验,无,专科,无主修,9,10000+,融资创业公司,从未,286
25235,东莞县,其他,无相关经验,全日制,专科,教育学,8,50-99,早期创业公司,从未,262
18865,乌鲁木齐县,女,无相关经验,全日制,本科,无主修,12,10000+,融资创业公司,>4,1
77383,荆门市,男,无相关经验,全日制,本科,管理学,17,10-49,早期创业公司,从未,74
88414,海口市,女,无相关经验,全日制,本科,艺术学,<1,1000-4999,私营公司,4,35
44513,宜都市,女,有相关经验,非全日制,专科,管理学,18,10000+,其他,2,59
85247,潮州市,男,无相关经验,非全日制,博士,历史学,6,10000+,私营公司,2,13
37771,嘉禾县,其他,无相关经验,无,本科,经济学,1,500-999,早期创业公司,2,132
66050,红市,其他,无相关经验,非全日制,专科,管理学,20,1000-4999,公共部门,2,41
73537,燕县,女,无相关经验,无,高中,文学,18,100-500,融资创业公司,3,212
38376,阜新县,男,无相关经验,非全日制,专科,艺术学,5,100-500,公共部门,1,234
48535,上海县,男,无相关经验,无,博士,理学,12,10000+,公共部门,1,87
19534,旭县,其他,无相关经验,无,高中,文学,<1,1000-4999,其他,从未,71
16489,凯县,其他,有相关经验,无,专科,无主修,3,1000-4999,早期创业公司,3,218
47273,齐齐哈尔县,其他,无相关经验,非全日制,本科,无主修,20,5000-9999,私营公司,2,304
52613,石家庄市,女,有相关经验,无,硕士,其他,15,10000+,公共部门,2,302
42166,长春市,其他,无相关经验,无,硕士,其他,3,1000-4999,其他,1,269
92055,汕尾市,男,有相关经验,非全日制,专科,工程学,13,50-99,早期创业公司,从未,107
14132,兴城市,男,有相关经验,非全日制,专科,管理学,5,500-999,其他,从未,148
24385,桂兰市,其他,有相关经验,非全日制,博士,其他,17,1000-4999,早期创业公司,2,190
87371,建华市,其他,有相关经验,非全日制,专科,其他,17,5000-9999,非政府组织,>4,333
36084,华市,男,无相关经验,无,高中,其他,4,1000-4999,私营公司,1,187
33123,兰州县,其他,有相关经验,非全日制,高中,管理学,18,5000-9999,非政府组织,从未,73
49216,玲县,男,有相关经验,非全日制,博士,历史学,11,50-99,早期创业公司,2,170
45858,婷市,女,有相关经验,非全日制,高中,文学,8,<10,早期创业公司,1,170
81418,晨县,男,无相关经验,全日制,专科,工程学,3,50-99,私营公司,4,290
26056,关岭市,男,无相关经验,全日制,高中,经济学,>20,1000-4999,融资创业公司,1,334
76259,博市,男,有相关经验,全日制,专科,医学,19,100-500,公共部门,1,188
53237,成市,其他,有相关经验,无,本科,医学,12,<10,早期创业公司,1,155
59222,长沙县,其他,有相关经验,全日制,专科,教育学,11,5000-9999,其他,>4,4
52790,淑英县,男,有相关经验,无,博士,哲学,20,10-49,其他,1,135
12081,武汉市,女,无相关经验,非全日制,本科,工程学,5,<10,公共部门,>4,159
5515,旭市,其他,无相关经验,无,专科,无主修,14,100-500,早期创业公司,2,50
34229,璐市,女,有相关经验,全日制,硕士,历史学,19,10000+,早期创业公司,从未,146
92004,拉萨市,男,无相关经验,非全日制,专科,理学,20,50-99,融资创业公司,1,132
76908,丹县,女,无相关经验,全日制,硕士,文学,13,<10,非政府组织,1,209
96923,洁县,男,有相关经验,非全日制,硕士,文学,5,1000-4999,融资创业公司,4,252
98830,沈阳市,男,有相关经验,无,本科,历史学,2,100-500,其他,1,141
38488,长春市,女,无相关经验,无,博士,历史学,2,1000-4999,公共部门,2,74
9660,玉华县,女,无相关经验,非全日制,博士,哲学,5,1000-4999,私营公司,2,239
75791,沈阳县,女,有相关经验,全日制,硕士,理学,4,50-99,私营公司,从未,321
67119,石家庄县,女,无相关经验,无,本科,管理学,11,10000+,融资创业公司,3,96
